Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768960753.686,0061.jpg,10.46280442,77.94705561,17.46,10.46307517,77.94706525,16.06,30.16,25.35,30.16,-1.40,LiDAR,truck,602,294,688,402
1768960753.719,0062.jpg,10.46280442,77.94705561,17.46,10.46307515,77.94706525,16.46,30.16,25.26,30.16,-1.01,LiDAR,truck,602,295,688,402
1768960753.896,0063.jpg,10.46283590,77.94705607,17.38,10.46310521,77.94706651,16.41,30.00,25.39,30.00,-0.97,LiDAR,truck,603,295,688,402
1768960753.898,0064.jpg,10.46283590,77.94705607,17.38,10.46310521,77.94706651,16.70,30.00,25.38,30.00,-0.68,LiDAR,truck,603,295,688,402
1768960754.003,0065.jpg,10.46285786,77.94705645,17.32,10.46312491,77.94706734,16.14,29.75,25.05,29.75,-1.18,LiDAR,truck,603,295,689,403
1768960754.011,0066.jpg,10.46285786,77.94705645,17.32,10.46312490,77.94706734,16.45,29.75,24.47,29.75,-0.88,LiDAR,truck,601,295,689,403
1768960754.012,0067.jpg,10.46285786,77.94705645,17.32,10.46312488,77.94706734,16.25,29.75,25.04,29.75,-1.07,LiDAR,truck,603,296,689,404
1768960754.013,0068.jpg,10.46285786,77.94705645,17.32,10.46312484,77.94706734,15.53,29.74,24.94,29.74,-1.79,LiDAR,truck,603,296,689,405
1768960754.022,0069.jpg,10.46285786,77.94705645,17.32,10.46312485,77.94706734,16.10,29.75,24.85,29.75,-1.23,LiDAR,truck,603,296,690,405
1768960754.063,0070.jpg,10.46288599,77.94705699,17.26,10.46315188,77.94706854,15.55,29.63,24.78,29.63,-1.72,LiDAR,truck,603,296,690,405
1768960754.112,0071.jpg,10.46289845,77.94705725,17.23,10.46316436,77.94706909,16.05,29.63,24.82,29.63,-1.19,LiDAR,truck,603,296,690,404
1768960754.155,0072.jpg,10.46289845,77.94705725,17.23,10.46316438,77.94706909,16.42,29.63,24.60,29.63,-0.82,LiDAR,truck,603,295,690,403
1768960754.194,0073.jpg,10.46289845,77.94705725,17.23,10.46316335,77.94706904,15.78,29.52,24.57,29.52,-1.45,LiDAR,truck,603,294,691,403
1768960754.227,0074.jpg,10.46289845,77.94705725,17.23,10.46316340,77.94706904,16.26,29.52,24.53,29.52,-0.97,LiDAR,truck,603,293,691,402
1768960754.271,0075.jpg,10.46289845,77.94705725,17.23,10.46316230,77.94706900,15.73,29.40,24.41,29.40,-1.50,LiDAR,truck,603,292,691,402
1768960754.323,0076.jpg,10.46290468,77.94705739,17.22,10.46316857,77.94706928,16.20,29.41,24.25,29.41,-1.02,LiDAR,truck,602,291,691,401
1768960754.354,0077.jpg,10.46290468,77.94705739,17.22,10.46316855,77.94706928,16.48,29.40,24.32,29.40,-0.74,LiDAR,truck,603,291,692,402
1768960754.396,0078.jpg,10.46292022,77.94705774,17.18,10.46318296,77.94706994,15.78,29.28,24.30,29.28,-1.41,LiDAR,truck,603,292,692,402
1768960754.437,0079.jpg,10.46292022,77.94705774,17.18,10.46318294,77.94706994,16.18,29.28,24.26,29.28,-1.00,LiDAR,truck,603,292,692,403
1768960754.478,0080.jpg,10.46295428,77.94705859,17.08,10.46321608,77.94707162,15.66,29.18,24.03,29.18,-1.42,LiDAR,truck,603,293,692,403
1768960754.533,0081.jpg,10.46295428,77.94705859,17.08,10.46321608,77.94707162,16.09,29.18,24.38,29.18,-0.99,LiDAR,truck,604,293,692,403
1768960754.561,0082.jpg,10.46295428,77.94705859,17.08,10.46321608,77.94707162,16.39,29.18,24.23,29.18,-0.69,LiDAR,truck,603,293,693,403
1768960754.603,0083.jpg,10.46295428,77.94705859,17.08,10.46321540,77.94707158,16.06,29.10,24.20,29.10,-1.03,LiDAR,truck,604,293,693,403
1768960754.636,0084.jpg,10.46295428,77.94705859,17.08,10.46321542,77.94707158,16.38,29.10,23.85,29.10,-0.70,LiDAR,truck,603,292,694,403
1768960754.697,0085.jpg,10.46295428,77.94705859,17.08,10.46321459,77.94707154,16.14,29.01,23.84,29.01,-0.94,LiDAR,truck,604,291,694,402
1768960754.749,0086.jpg,10.46297277,77.94705911,17.03,10.46323306,77.94707255,16.37,29.01,23.81,29.01,-0.66,LiDAR,truck,604,291,695,402
1768960754.770,0087.jpg,10.46297277,77.94705911,17.03,10.46323214,77.94707251,15.06,28.91,23.63,28.91,-1.97,LiDAR,truck,603,291,695,402
1768960754.823,0088.jpg,10.46297277,77.94705911,17.03,10.46323212,77.94707250,15.64,28.91,23.76,28.91,-1.39,LiDAR,truck,604,291,695,403
1768960754.853,0089.jpg,10.46297277,77.94705911,17.03,10.46323212,77.94707250,16.06,28.91,23.81,28.91,-0.97,LiDAR,truck,604,291,695,403
1768960754.906,0090.jpg,10.46299427,77.94705976,16.96,10.46325281,77.94707369,15.79,28.82,23.83,28.82,-1.17,LiDAR,truck,605,292,695,403
1768960754.947,0091.jpg,10.46299427,77.94705976,16.96,10.46325277,77.94707369,16.11,28.82,23.87,28.82,-0.86,LiDAR,truck,605,293,695,405
1768960754.979,0092.jpg,10.46301873,77.94706056,16.89,10.46327666,77.94707507,15.74,28.76,23.87,28.76,-1.15,LiDAR,truck,605,294,695,406
1768960755.021,0093.jpg,10.46301873,77.94706056,16.89,10.46327667,77.94707507,16.09,28.76,23.66,28.76,-0.80,LiDAR,truck,605,294,696,406
1768960755.073,0094.jpg,10.46301873,77.94706056,16.89,10.46327603,77.94707504,15.92,28.69,23.57,28.69,-0.97,LiDAR,truck,604,294,696,407
1768960755.105,0095.jpg,10.46304309,77.94706143,16.83,10.46330041,77.94707636,16.19,28.69,23.58,28.69,-0.64,LiDAR,truck,605,294,696,406
1768960755.156,0096.jpg,10.46304309,77.94706143,16.83,10.46330046,77.94707636,16.41,28.70,23.38,28.70,-0.42,LiDAR,truck,604,293,696,405
1768960755.189,0097.jpg,10.46304309,77.94706143,16.83,10.46329981,77.94707632,15.87,28.62,23.32,28.62,-0.96,LiDAR,truck,603,293,696,405
1768960755.229,0098.jpg,10.46304309,77.94706143,16.83,10.46329984,77.94707632,16.18,28.63,23.41,28.63,-0.64,LiDAR,truck,604,292,696,405
1768960755.281,0099.jpg,10.46305221,77.94706176,16.80,10.46330827,77.94707671,15.91,28.55,23.52,28.55,-0.89,LiDAR,truck,604,292,696,405
1768960755.322,0100.jpg,10.46305221,77.94706176,16.80,10.46330827,77.94707671,16.17,28.55,23.52,28.55,-0.62,LiDAR,truck,604,292,696,405
1768960755.353,0101.jpg,10.46307038,77.94706244,16.74,10.46332641,77.94707758,16.28,28.55,23.37,28.55,-0.46,LiDAR,truck,604,293,696,405
1768960755.395,0102.jpg,10.46307038,77.94706244,16.74,10.46332584,77.94707755,15.95,28.49,23.33,28.49,-0.78,LiDAR,truck,603,293,696,405
1768960755.437,0103.jpg,10.46308247,77.94706290,16.70,10.46333790,77.94707811,16.14,28.48,23.19,28.48,-0.56,LiDAR,truck,603,293,696,406
1768960755.477,0104.jpg,10.46308247,77.94706290,16.70,10.46333736,77.94707808,15.86,28.42,22.93,28.42,-0.84,LiDAR,truck,602,293,696,406
1768960755.532,0105.jpg,10.46310955,77.94706394,16.62,10.46336443,77.94707938,16.03,28.42,22.94,28.42,-0.59,LiDAR,truck,601,293,696,406
1768960755.572,0106.jpg,10.46310955,77.94706394,16.62,10.46336442,77.94707938,16.20,28.42,22.92,28.42,-0.42,LiDAR,truck,601,293,695,406
1768960755.613,0107.jpg,10.46310955,77.94706394,16.62,10.46336448,77.94707938,16.37,28.43,22.79,28.43,-0.25,LiDAR,truck,601,292,696,405
1768960755.654,0108.jpg,10.46310955,77.94706394,16.62,10.46336453,77.94707938,16.49,28.43,22.81,28.43,-0.13,LiDAR,truck,601,291,696,404
1768960755.676,0109.jpg,10.46310955,77.94706394,16.62,10.46336401,77.94707935,15.73,28.38,22.99,28.38,-0.89,LiDAR,truck,601,291,695,404
1768960755.728,0110.jpg,10.46312754,77.94706465,16.57,10.46338199,77.94708023,15.94,28.38,23.10,28.38,-0.63,LiDAR,truck,602,291,695,404
1768960755.769,0111.jpg,10.46312754,77.94706465,16.57,10.46338129,77.94708019,15.57,28.30,23.21,28.30,-1.00,LiDAR,truck,602,291,695,405
1768960755.821,0112.jpg,10.46313651,77.94706501,16.54,10.46338977,77.94708059,15.52,28.24,23.20,28.24,-1.01,LiDAR,truck,602,292,695,406
1768960755.858,0113.jpg,10.46313651,77.94706501,16.54,10.46338972,77.94708058,15.78,28.24,23.33,28.24,-0.76,LiDAR,truck,602,293,695,407
1768960755.919,0114.jpg,10.46318408,77.94706693,16.38,10.46343682,77.94708305,15.61,28.19,23.31,28.19,-0.77,LiDAR,truck,602,293,694,407
1768960755.937,0115.jpg,10.46318408,77.94706693,16.38,10.46343682,77.94708305,15.85,28.19,23.28,28.19,-0.54,LiDAR,truck,602,293,694,407
1768960755.977,0116.jpg,10.46318408,77.94706693,16.38,10.46343641,77.94708302,15.66,28.14,23.22,28.14,-0.72,LiDAR,truck,601,293,694,407
1768960756.020,0117.jpg,10.46318408,77.94706693,16.38,10.46343641,77.94708302,15.88,28.14,23.20,28.14,-0.51,LiDAR,truck,601,293,694,407
1768960756.086,0118.jpg,10.46318408,77.94706693,16.38,10.46343595,77.94708299,15.80,28.09,23.17,28.09,-0.59,LiDAR,truck,600,292,693,406
1768960756.093,0119.jpg,10.46318408,77.94706693,16.38,10.46343592,77.94708299,15.87,28.09,23.13,28.09,-0.52,LiDAR,truck,600,293,693,407
1768960756.145,0120.jpg,10.46318408,77.94706693,16.38,10.46343591,77.94708299,16.01,28.09,22.85,28.09,-0.37,LiDAR,truck,599,293,693,408
1768960756.207,0121.jpg,10.46321360,77.94706818,16.30,10.46346500,77.94708464,15.83,28.04,23.16,28.04,-0.47,LiDAR,truck,600,293,693,407
1768960756.219,0122.jpg,10.46321360,77.94706818,16.30,10.46346500,77.94708464,15.97,28.04,23.17,28.04,-0.33,LiDAR,truck,600,293,693,407
1768960756.281,0123.jpg,10.46321360,77.94706818,16.30,10.46346456,77.94708461,15.83,27.99,23.11,27.99,-0.47,LiDAR,truck,599,292,693,407
1768960756.313,0124.jpg,10.46321360,77.94706818,16.30,10.46346461,77.94708461,16.03,28.00,22.94,28.00,-0.27,LiDAR,truck,599,291,693,405
1768960756.353,0125.jpg,10.46321360,77.94706818,16.30,10.46346461,77.94708461,16.11,28.00,22.74,28.00,-0.19,LiDAR,truck,598,291,693,405
1768960756.406,0126.jpg,10.46321360,77.94706818,16.30,10.46346413,77.94708458,15.86,27.95,23.19,27.95,-0.44,LiDAR,truck,600,290,693,405
1768960756.427,0127.jpg,10.46321360,77.94706818,16.30,10.46346413,77.94708458,15.99,27.95,23.04,27.95,-0.31,LiDAR,truck,599,290,693,405
1768960756.478,0128.jpg,10.46323709,77.94706921,16.22,10.46348719,77.94708597,15.73,27.90,23.20,27.90,-0.49,LiDAR,truck,600,291,693,406
1768960756.520,0129.jpg,10.46323709,77.94706921,16.22,10.46348716,77.94708597,15.86,27.90,23.13,27.90,-0.37,LiDAR,truck,599,292,693,407
1768960756.601,0130.jpg,10.46324587,77.94706961,16.19,10.46349565,77.94708649,15.82,27.87,23.00,27.87,-0.37,LiDAR,truck,599,292,693,407
1768960756.688,0131.jpg,10.46325171,77.94706988,16.17,10.46350117,77.94708681,15.79,27.83,22.99,27.83,-0.38,LiDAR,truck,599,292,693,408
1768960756.692,0132.jpg,10.46325171,77.94706988,16.17,10.46350119,77.94708682,16.03,27.83,22.89,27.83,-0.14,LiDAR,truck,598,292,693,407
1768960756.708,0133.jpg,10.46327211,77.94707083,16.11,10.46352155,77.94708811,15.98,27.83,22.84,27.83,-0.13,LiDAR,truck,598,292,692,407
1768960756.728,0134.jpg,10.46327211,77.94707083,16.11,10.46352152,77.94708810,15.96,27.83,22.57,27.83,-0.15,LiDAR,truck,597,292,692,408
1768960756.773,0135.jpg,10.46327211,77.94707083,16.11,10.46352125,77.94708808,15.81,27.80,22.38,27.80,-0.30,LiDAR,truck,596,291,692,407
1768960756.814,0136.jpg,10.46328083,77.94707124,16.09,10.46352998,77.94708869,15.90,27.80,22.41,27.80,-0.19,LiDAR,truck,596,291,692,406
1768960756.853,0137.jpg,10.46329535,77.94707194,16.06,10.46354445,77.94708967,15.90,27.80,22.13,27.80,-0.16,LiDAR,truck,595,291,692,407
1768960756.887,0138.jpg,10.46332139,77.94707322,16.00,10.46357009,77.94709160,15.54,27.76,21.50,27.76,-0.46,LiDAR,truck,592,291,692,407
1768960756.936,0139.jpg,10.46332139,77.94707322,16.00,10.46357012,77.94709160,15.70,27.76,20.91,27.76,-0.30,LiDAR,truck,589,291,692,407
1768960756.969,0140.jpg,10.46332139,77.94707322,16.00,10.46356984,77.94709158,15.50,27.73,22.83,27.73,-0.50,LiDAR,truck,598,291,693,408
1768960757.019,0141.jpg,10.46332139,77.94707322,16.00,10.46356982,77.94709158,15.64,27.73,22.92,27.73,-0.36,LiDAR,truck,599,292,693,408
1768960757.062,0142.jpg,10.46332139,77.94707322,16.00,10.46356988,77.94709159,15.79,27.73,20.52,27.73,-0.21,LiDAR,truck,588,292,693,408
1768960757.104,0143.jpg,10.46332139,77.94707322,16.00,10.46356959,77.94709157,15.63,27.70,23.08,27.70,-0.37,LiDAR,truck,599,292,693,409
1768960757.166,0144.jpg,10.46332139,77.94707322,16.00,10.46356959,77.94709157,15.74,27.70,23.00,27.70,-0.26,LiDAR,truck,599,292,693,409
1768960757.187,0145.jpg,10.46333582,77.94707396,15.98,10.46358379,77.94709273,15.48,27.68,23.02,27.68,-0.50,LiDAR,truck,599,293,693,409
1768960757.249,0146.jpg,10.46334447,77.94707441,15.97,10.46359240,77.94709347,15.61,27.68,23.08,27.68,-0.36,LiDAR,truck,600,293,693,410
1768960757.322,0147.jpg,10.46334447,77.94707441,15.97,10.46359224,77.94709346,15.64,27.66,23.03,27.66,-0.32,LiDAR,truck,599,293,693,409
1768960757.332,0148.jpg,10.46335599,77.94707504,15.95,10.46360373,77.94709445,15.72,27.66,22.93,27.66,-0.23,LiDAR,truck,599,292,693,410
1768960757.363,0149.jpg,10.46335599,77.94707504,15.95,10.46360371,77.94709445,15.77,27.66,22.95,27.66,-0.18,LiDAR,truck,599,293,693,410
1768960757.395,0150.jpg,10.46335599,77.94707504,15.95,10.46360350,77.94709443,15.60,27.63,23.10,27.63,-0.35,LiDAR,truck,600,293,693,410
1768960757.436,0151.jpg,10.46335599,77.94707504,15.95,10.46360350,77.94709443,15.70,27.63,23.11,27.63,-0.25,LiDAR,truck,600,293,693,410
1768960757.478,0152.jpg,10.46335599,77.94707504,15.95,10.46360335,77.94709442,15.66,27.62,23.13,27.62,-0.29,LiDAR,truck,600,293,693,410
1768960757.520,0153.jpg,10.46335599,77.94707504,15.95,10.46360332,77.94709442,15.72,27.61,23.15,27.61,-0.23,LiDAR,truck,600,294,694,411
1768960757.562,0154.jpg,10.46338761,77.94707683,15.92,10.46363475,77.94709726,15.67,27.60,23.02,27.60,-0.25,LiDAR,truck,600,294,694,411
1768960757.603,0155.jpg,10.46338761,77.94707683,15.92,10.46363475,77.94709726,15.74,27.60,23.00,27.60,-0.18,LiDAR,truck,600,294,694,411
1768960757.645,0156.jpg,10.46339910,77.94707752,15.91,10.46364620,77.94709833,15.78,27.60,22.98,27.60,-0.12,LiDAR,truck,600,294,694,411
1768960757.687,0157.jpg,10.46339910,77.94707752,15.91,10.46364606,77.94709832,15.71,27.59,23.09,27.59,-0.20,LiDAR,truck,600,295,694,411
1768960757.739,0158.jpg,10.46339910,77.94707752,15.91,10.46364607,77.94709832,15.78,27.59,22.98,27.59,-0.13,LiDAR,truck,600,294,694,411
1768960757.782,0159.jpg,10.46339910,77.94707752,15.91,10.46364607,77.94709832,15.81,27.59,23.00,27.59,-0.09,LiDAR,truck,600,294,694,411
1768960757.823,0160.jpg,10.46339910,77.94707752,15.91,10.46364608,77.94709832,15.85,27.59,22.98,27.59,-0.06,LiDAR,truck,600,293,694,411
1768960757.865,0161.jpg,10.46339910,77.94707752,15.91,10.46364588,77.94709831,15.71,27.57,23.15,27.57,-0.20,LiDAR,truck,601,292,694,410
1768960757.896,0162.jpg,10.46343636,77.94707987,15.87,10.46368309,77.94710191,15.78,27.57,23.10,27.57,-0.09,LiDAR,truck,601,291,694,409
1768960757.959,0163.jpg,10.46343636,77.94707987,15.87,10.46368279,77.94710188,15.65,27.54,23.02,27.54,-0.22,LiDAR,truck,601,291,694,408
1768960757.990,0164.jpg,10.46344781,77.94708063,15.86,10.46369385,77.94710298,15.33,27.50,22.99,27.50,-0.53,LiDAR,truck,601,290,695,408
1768960758.020,0165.jpg,10.46345067,77.94708082,15.86,10.46369670,77.94710328,15.48,27.50,22.96,27.50,-0.38,LiDAR,truck,600,290,694,408
1768960758.073,0166.jpg,10.46345925,77.94708141,15.86,10.46370526,77.94710412,15.59,27.50,22.95,27.50,-0.26,LiDAR,truck,601,291,695,408
1768960758.126,0167.jpg,10.46346497,77.94708180,15.85,10.46371095,77.94710469,15.66,27.50,22.87,27.50,-0.19,LiDAR,truck,600,291,695,408
1768960758.156,0168.jpg,10.46347353,77.94708240,15.84,10.46371950,77.94710553,15.71,27.50,22.82,27.50,-0.13,LiDAR,truck,600,291,695,408
1768960758.197,0169.jpg,10.46347353,77.94708240,15.84,10.46371910,77.94710549,15.42,27.45,22.77,27.45,-0.42,LiDAR,truck,600,291,695,409
1768960758.239,0170.jpg,10.46348495,77.94708321,15.82,10.46373048,77.94710663,15.53,27.45,22.76,27.45,-0.29,LiDAR,truck,600,291,695,409
